-50 -0.0881104 -0.329355
-49.99 -0.0874938 -0.31283
-49.98 -0.0865382 -0.296409
-49.97 -0.0852472 -0.280098
-49.96 -0.0836246 -0.263907
-49.95 -0.0816745 -0.247843
-49.94 -0.0794013 -0.231915
-49.93 -0.0768096 -0.216131
-49.92 -0.0739041 -0.200497
-49.91 -0.0706898 -0.185021
-49.9 -0.067172 -0.169711
-49.89 -0.0633562 -0.154573
-49.88 -0.0592478 -0.139616
-49.87 -0.0548529 -0.124844
-49.86 -0.0501774 -0.110265
-49.85 -0.0452274 -0.0958859
-49.84 -0.0400093 -0.0817115
-49.83 -0.0345296 -0.0677482
-49.82 -0.028795 -0.0540016
-49.81 -0.0228122 -0.0404771
-49.8 -0.0165881 -0.0271799
-49.79 -0.0101298 -0.014115
-49.78 -0.00344441 -0.001287
-49.77 0.00346091 0.0112995
-49.76 0.0105788 0.0236405
-49.75 0.017902 0.0357317
-49.74 0.0254228 0.0475697
-49.73 0.033134 0.0591507
-49.72 0.0410279 0.0704717
-49.71 0.0490969 0.0815296
-49.7 0.0573335 0.0923216
-49.69 0.06573 0.102845
-49.68 0.0742788 0.113098
-49.67 0.0829723 0.123079
-49.66 0.0918028 0.132784
-49.65 0.100763 0.142214
-49.64 0.109845 0.151366
-49.63 0.119041 0.160239
-49.62 0.128345 0.168833
-49.61 0.137748 0.177147
-49.6 0.147243 0.185179
-49.59 0.156822 0.192931
-49.58 0.16648 0.200401
-49.57 0.176208 0.20759
-49.56 0.185999 0.214498
-49.55 0.195847 0.221125
-49.54 0.205745 0.227472
-49.53 0.215685 0.23354
-49.52 0.225661 0.239329
-49.51 0.235667 0.24484
-49.5 0.245696 0.250075
-49.49 0.255742 0.255035
-49.48 0.265797 0.259722
-49.47 0.275857 0.264136
-49.46 0.285916 0.268279
-49.45 0.295966 0.272153
-49.44 0.306003 0.275761
-49.43 0.31602 0.279103
-49.42 0.326012 0.282182
-49.41 0.335974 0.284999
-49.4 0.3459 0.287558
-49.39 0.355784 0.289859
-49.38 0.365622 0.291906
-49.37 0.375409 0.2937
-49.36 0.385139 0.295244
-49.35 0.394807 0.296541
-49.34 0.404409 0.297592
-49.33 0.413939 0.2984
-49.32 0.423394 0.298968
-49.31 0.432768 0.299299
-49.3 0.442057 0.299393
-49.29 0.451257 0.299255
-49.28 0.460362 0.298887
-49.27 0.469369 0.298292
-49.26 0.478273 0.297471
-49.25 0.487071 0.296428
-49.24 0.495757 0.295166
-49.23 0.504327 0.293687
-49.22 0.512778 0.291994
-49.21 0.521106 0.290089
-49.2 0.529305 0.287976
-49.19 0.537373 0.285657
-49.18 0.545304 0.283135
-49.17 0.553096 0.280413
-49.16 0.560743 0.277494
-49.15 0.568242 0.274381
-49.14 0.575589 0.271076
-49.13 0.58278 0.267584
-49.12 0.589811 0.263906
-49.11 0.596677 0.260047
-49.1 0.603375 0.256009
-49.09 0.609901 0.251796
-49.08 0.616251 0.24741
-49.07 0.622421 0.242857
-49.06 0.628406 0.238138
-49.05 0.634203 0.233257
-49.04 0.639808 0.228219
-49.03 0.645217 0.223027
-49.02 0.650425 0.217685
-49.01 0.65543 0.212197
-49 0.660226 0.206566
-48.99 0.66481 0.200798
-48.98 0.669178 0.194897
-48.97 0.673327 0.188866
-48.96 0.677252 0.182711
-48.95 0.680949 0.176436
-48.94 0.684415 0.170047
-48.93 0.687646 0.163547
-48.92 0.690639 0.156943
-48.91 0.693389 0.150239
-48.9 0.695894 0.14344
-48.89 0.698149 0.136554
-48.88 0.700152 0.129584
-48.87 0.701899 0.122537
-48.86 0.703387 0.11542
-48.85 0.704614 0.108237
-48.84 0.705575 0.100995
-48.83 0.706268 0.0937018
-48.82 0.706691 0.0863625
-48.81 0.706841 0.0789843
-48.8 0.706716 0.0715739
-48.79 0.706313 0.0641385
-48.78 0.70563 0.056685
-48.77 0.704666 0.0492208
-48.76 0.703418 0.0417533
-48.75 0.701885 0.0342898
-48.74 0.700066 0.0268381
-48.73 0.69796 0.0194058
